field,raw,count,auto_matched,score,canonical,review,evidence
Decisão,NÃO CONHECER DOS AGRAVOS.,1,0,0.50,Não conhecer,0,rule
Decisão,NÃO CONHECER EM PARTE DO RECURSO. NEGADA,1,0,0.30,Não conhecer,1,rule:multi-part
Decisão,NÃO CONHECER O OBJECTO DA REVISÃO,1,0,0.36,Não conhecer,0,rule
Decisão,NÃO CONHECER O OBJECTO DO RECURSO,1,0,0.36,Não conhecer,0,rule
Decisão,"NÃO CONHECER, EM PARTE, DA REVISTA DA RÉ.",1,0,0.30,Não conhecer,0,rule
Decisão,"NÃO CONHECER, EM PARTE, DA REVISTA DA RÉ. NÃO CONHECER DA REVISTA DO AUTOR. CONCEDER A REVISTA DA RÉ, NO MAIS.",1,0,0.20,Não conhecer,1,rule:multi-part
Decisão,"NÃO CONHECER, PARTE DA REVISTA. NO MAIS, NEGADA A REVISTA",1,0,0.30,Não conhecer,1,rule:multi-part
Decisão,"NÃO CONHECER, POR FALTA DE FUNDAMENTO LEGAL, DO OBJETO DO RECURSO EXTRAORDINÁRIO DE REVISÃO",1,0,0.24,Não conhecer,0,rule
Decisão,NÃO CONHECEU DO INTERESSE SUBORDINADO. NEGADA A REVISTA PRINCIPAL,1,0,0.26,Não conhecer,1,rule:multi-part
Decisão,NÃO CONHECIDA A EXCEPÇÃO DA INCOMPETÊNCIA MATERIAL. NEGADA A REVISTA QUANTO AO MAIS,1,0,0.24,Não conhecer,1,rule:multi-part
Decisão,NÃO CONHECIDA A NULIDADE PROCESSUAL; NEGADA QUANTO AO RESTO,1,0,0.25,Não conhecer,0,rule
Decisão,NÃO CONHECIDA A RECLAMAÇÃO,1,0,0.42,Não conhecer,0,rule
Decisão,NÃO CONHECIDA PARTE DA REVISTA E NEGADA QUANTO AO DEMAIS,1,0,0.29,Não conhecer,0,rule
Decisão,NÃO CONHECIDO DO OBJECTO DO RECURSO,1,0,0.34,Não conhecer,0,rule
Decisão,NÃO CONHECIDO EM PARTE DO OBJECTO DO RECURSO E NAGADA EM PARTE A REVISTA,1,0,0.28,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O INCIDENTE. NEGADA A REVISTA QUANTO AO MAIS,1,0,0.28,Não conhecer,1,rule:multi-part
Decisão,NÃO CONHECIDO O OBJECTO DA REVISTA,1,0,0.35,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O OBJECTO DAS REVISTAS,1,0,0.33,Não conhecer,0,rule
Decisão,"NÃO CONHECIDO O OBJECTO DE RECURSO QUANTO AO INCIDENTE DO INCUMPRIMENTO, NEGADA A RESTANTE REVISTA",1,0,0.23,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O OBJECTO DO RECURSO.,1,0,0.35,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O OBJETO DE RECURSO,1,0,0.36,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O OBJETO DO RECURSO.,1,0,0.36,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O OBJETO DO REQUERIMENTO.,1,0,0.37,Não conhecer,0,rule
Decisão,NÃO CONHECIDO O RECURSO SUBORDINADO E NEGADA A REVISTA PRINCIPAL,1,0,0.27,Não conhecer,0,rule
Decisão,NÃO CONHECIDO OBJECTO DE RECURSO,1,0,0.38,Não conhecer,0,rule
Decisão,NÃO CONHECIDOO OBJECTO DO RECURSO,1,0,0.36,Não conhecer,0,rule
Decisão,NÃO CONHECIEMNTO DO OBJETO DO RECURSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENRO DO MÉRITO DO RECURSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO,1,0,0.69,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO AO OBJECTO DO RECURSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DA RECLAMAÇÃO,1,0,0.40,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DA REVISTA,1,0,0.44,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DA REVISTA INTERPOSTA,1,0,0.32,Não conhecer,0,rule
Decisão,"NÃO CONHECIMENTO DE 2 REVISTAS, NEGAR 2 REVISTAS E CONCEDER EM PARTE A REVISTA INTERPOSTA PELO AUTOR CC",1,0,0.22,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DE OBJECTO DA REVISTA,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DE PARTE DO OBJECTO DA REVISTA;,1,0,0.30,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DE UM RECURSO. CONCEDIDO PROVIMENTO PARCIAL A UM RECURSO,1,0,0.40,Conceder provimento parcialmente,1,rule:multi-part
Decisão,NÃO CONHECIMENTO DO OBEJTO DE RECURSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DA REVISTA,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DA REVISTA NORMAL,1,0,0.31,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DE RECURSO COM REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA CONHECIEMNTO DAS NULIDADES,1,0,0.20,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DO  RECURSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DO RECURSO DA AUTORA E CONCEDIDA A REVISTA DA INTERVENIENTE E REMESSA DOS AUOS AO TRIBUNAL DA RELAÇÃO PARA CONHECIMENTO DA NULIDADE.,1,0,0.17,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DO RECURSO DA REVISTA NORMAL E ORDENADA A REMESSA À FORMAÇÃO PARA APRECIAÇÃO DO RECEBIMENTO DO RECURSO DE REVISTA EXCEPCIONAL,1,0,0.18,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DO RECURSO DE REVISTA NORMAL E REMESSA À FORMAÇÃO.,1,0,0.22,Não conhecer,0,rule
Decisão,"NÃO CONHECIMENTO DO OBJECTO DO RECURSO; DEVOLUÇÃO DOS AUTOS AO TRIBUNAL ""A QUO"" PARA CONHECIMENTO DA NULIDADE.",1,0,0.22,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJECTO DOS RECURSOS,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO OBJETO DO RECRUSO,1,0,0.32,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO RECRUSO,1,0,0.44,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO RECURSO DA AUTORA. CONCEDIDO PROVIMENTO PARCIAL AO RECURSO DA RÉ,1,0,0.35,Conceder provimento parcialmente,1,rule:multi-part
Decisão,NÃO CONHECIMENTO DO RECURSO DA DECISÃO QUANTO ÀS NULIDADES E REVISTA NEGADA QUANTO À LITIGÂNCIA DE MÁ FÉ,1,0,0.22,Não conhecer,0,rule
Decisão,"NÃO CONHECIMENTO DO RECURSO DA RÉ, NEGADA A REVISTA DO AUTOR",1,0,0.27,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO RECURSO SUBORDINADO E CONCEDIDA A REVISTA.,1,0,0.28,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO DO RECURSO.,1,0,0.44,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO EM PARTE DE OBJECTO DO RECURSO E NO RESTANTE NEGADA A REVISTA,1,0,0.24,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO PARCIAL DO OBJECTO DA REVISTA E NEGADA A REVISTA.,1,0,0.29,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO PARCIAL DO OBJECTO DO RECURSO,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO PARCIAL DO OBJECTO DO RECURSO.,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO PARCIAL DO RECURSO; NEGADA A REVISTA QUANTO AO MAIS,1,0,0.25,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO PARCIAL E REMESSA DO PROCESSO À FORMAÇÃO DO Nº 3 DO ARTº 672º CPC,1,0,0.22,Não conhecer,0,rule
Decisão,NÃO CONHECIMENTO. INDEFERIDO,1,0,0.43,Não conhecer,1,rule:multi-part
Decisão,NÃO CONSENTIMENTO A REVISTA,1,0,0.37,Sem informação,1,fallback:unparsed
Decisão,NÃO CONSENTIMENTO DA REVISTA,1,0,0.36,Sem informação,1,fallback:unparsed
Decisão,NÃO DAMITIDA A REVISTA.,1,0,0.41,Sem informação,1,fallback:unparsed
Decisão,NÃO PROVIDA,1,0,0.50,Negar provimento,0,rule
Decisão,NÃO PROVIDO O ACORDÃO,1,0,0.34,Negar provimento,0,rule
Decisão,NÃO PROVIDO O RECURSO,1,0,0.38,Negar provimento,0,rule
Decisão,NÃO PROVIDO PARCIALMENTE E REENVIADO QUANTO À PERDA DO VEICULO,1,0,0.24,Ordenar baixa dos autos,0,rule
Decisão,NÃO PROVIDO UM E PROVIDO PARCIALMENTE OUTRO,1,0,0.44,Negar provimento,0,rule
Decisão,NÃO RECEBIDO O ACÓRDÃO,1,0,0.36,Não admitir,0,rule
Decisão,NÃO RECEBIDO O RECURSO,1,0,0.41,Não admitir,0,rule
Decisão,NÃO RECONHECER O OBJECTO DO RECURSO,1,0,0.34,Sem informação,1,fallback:unparsed
Decisão,NÃO RECONHECIMENTO DO OBJETO DE RECURSO,1,0,0.31,Sem informação,1,fallback:unparsed
Decisão,NÃO SE ADMITE A REVISTA,1,0,0.43,Não admitir,0,rule
Decisão,NÃO SE ADMITE O RECURSO DA UNIFORMIZAÇÃO DE JURISPRUDÊNCIA.,1,0,0.31,Fixar jurisprudência,0,rule
Decisão,NÃO SE ADMITE O RECURSO DE REVISTA,1,0,0.29,Não admitir,0,rule
Decisão,NÃO SE ADMITE O RECURSO DE UNIFORMIZAÇÃO DE JURISPRUDÊNCIA,1,0,0.31,Fixar jurisprudência,0,rule
Decisão,NÃO SE ADMITEM OS RECURSOS,1,0,0.42,Não admitir,0,rule
Decisão,NÃO SE CONHECE DA REVISTA NORMAL. REMETE À FORMAÇÃO PARA APRECIAÇÃO DOS PRESSUPOSTOS DA REVISTA EXCEPCIONAL E INDEFERE A RECLAMAÇÃO QUANTO AO EFEITO DO RECURSO.,1,0,0.16,Não conhecer,1,rule:multi-part
Decisão,NÃO SE CONHECE DA REVISTA NORMAL.DEVOLUÇÃO DOS AUTOS À FORMAÇÃO PARA AFERIR DOS PROSSUPOSTOS DA EXISTÊNCIA DA REVISTA EXCEPCIONAL,1,0,0.17,Não conhecer,1,rule:multi-part
Decisão,NÃO SE CONHECE DO AGRAVO INTERPOSTO,1,0,0.34,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBEJCTO DO RECURSO.,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBJECTO DA REVISTA NORMAL. REMETE À FORMAÇÃO PARA APRECIAÇÃO DOS PRESSUPOSTOS DA REVISTA EXCEPCIONAL.,1,0,0.21,Não conhecer,1,rule:multi-part
Decisão,NÃO SE CONHECE DO OBJECTO DA REVISTA.,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBJECTO DE RECURSO,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBJECTO DO RECURSO E ORDENA-SE AO TRIBUNAL DA RELAÇÃO PARA CONHECIMENTO DAS NULIDADES ARGUIDAS.,1,0,0.21,Não conhecer,0,rule
Decisão,"NÃO SE CONHECE DO OBJECTO DO RECURSO NORMAL;  ENVIADO À FORMAÇÃO PARA APRECIAÇÃO NOS TERMOS DO ARTIGO 672º, Nº 3",1,0,0.22,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBJECTO DO RECUSRO.,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO OBJETO DO RECURSO,1,0,0.34,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DO RECURSO PRINCIPAL; NEGA-SE A REVISTA QUANTO AO PEDIDO ACESSÓRIO,1,0,0.25,Não conhecer,0,rule
Decisão,NÃO SE CONHECE DOS RECURSOS,1,0,0.44,Não conhecer,0,rule
Decisão,NÃO SE CONHECENDO RECURSO,1,0,0.48,Não conhecer,0,rule
Decisão,NÃO SE TEMOU CONHECIMENTO DO OBJECTO DO RECURSO,1,0,0.28,Sem informação,1,fallback:unparsed
Decisão,NÃO SE TOMA CONHECIMENTO,1,0,0.46,Não conhecer,0,rule
Decisão,NÃO SE TOMA CONHECIMENTO DO OBECTO DO RECURSO.,1,0,0.27,Não conhecer,0,rule
Decisão,NÃO SE TOMA CONHECIMENTO DO OBJECTO DO RECURSO DA AUTORA E NEGADA A REVISTA INTERPOSTA PELA RÉ.,1,0,0.21,Não conhecer,0,rule
Decisão,NÃO SE TOMA CONHECIMENTO DO OBJETO DO RECURSO,1,0,0.27,Não conhecer,0,rule
Decisão,NÃO SE TOMA CONHECIMENTO DO RECURSO SUBORDINADO DOS RÉUS E JULGADO PARCIALMENTE PROCEDENTE A REVISTA QUANTO À TAXA DE JUSTIÇA.,1,0,0.21,Não conhecer,0,rule
Decisão,NÃO SE TOMA CONHECIMENTO DO REQUERIMENTO APRESENTADO,1,0,0.31,Não conhecer,0,rule
Decisão,NÃO SE TOMOU CONHECIMENTO DO RECURSO.,1,0,0.33,Não conhecer,0,rule
Decisão,NÃO TOMADO CONHECIMENTO DO OBJECTO DO RECURSO,1,0,0.27,Sem informação,1,fallback:unparsed
Decisão,NÃO TOMADO CONHECIMENTO DO OBJETO DE RECURSO,1,0,0.27,Sem informação,1,fallback:unparsed
Decisão,NÃO TOMADO CONHECIMENTO DO OBJETO DO RECURSO,1,0,0.27,Sem informação,1,fallback:unparsed
Decisão,NÃO TOMADO CONHECIMENTO DO PROCESSO,1,0,0.34,Sem informação,1,fallback:unparsed
Decisão,NÃO TOMAM RECONHECIMENTO DO RECURSO,1,0,0.34,Sem informação,1,fallback:unparsed
Decisão,NÃO TOMAR CONHECIMENTO  DO RECURSO,1,0,0.36,Não conhecer,0,rule
Decisão,NÃO TOMAR CONHECIMENTO DAS REVISTAS INTERPOSTAS NAS AÇÕES APENSAS E CONCEDER EM PARTE A REVISTA INTERPOSTA NA AÇÃO PRINCIPAL PELA RÉ,1,0,0.19,Não conhecer,0,rule
Decisão,NÃO TOMAR CONHECIMENTO DO OBJECTO DO AGRAVO,1,0,0.28,Não conhecer,0,rule
Decisão,NÃO TOMAR CONHECIMENTO DO OBJECTO DO RECURSO,1,0,0.27,Não conhecer,0,rule
Decisão,NÃO TOMAR CONHECIMENTO DO OBJETO DO RECURSO,1,0,0.28,Não conhecer,0,rule
Decisão,NÃO TOMOU CONHECIMENTO DE PARTES DAS REVISTAS. NEGADA A REVISTA NO RESTANTE.,1,0,0.28,Não conhecer,1,rule:multi-part
Decisão,NÃO TOMOU CONHECIMENTO DO RECURSO,1,0,0.36,Não conhecer,0,rule
Decisão,NÃOI ADMITIDA A REVISTA EXCECIONAL,1,0,0.32,Admitir,0,rule
Decisão,Não Fixada jurisprudência,1,0,0.76,Fixar jurisprudência,0,rule
Decisão,Não admitida a revista,1,0,0.50,Não admitir,0,rule
Decisão,Não admitido o recurso de revista independente e prejudicado o conhecimento do recurso subordinado,1,0,0.20,Não admitir,0,rule
Decisão,Não conhecer do requerimento de recusa,1,0,0.37,Não conhecer,0,rule
Decisão,Não conhecido o objecto de recurso,1,0,0.35,Não conhecer,0,rule
Decisão,Não conhecimento da revista e envio do processo à Relação,1,0,0.30,Não conhecer,0,rule
Decisão,Não conhecimento do Recurso,1,0,0.44,Não conhecer,0,rule
Decisão,Não conhecimento do objecto do recurso,1,0,0.32,Não conhecer,0,rule
Decisão,Não se toma conhecimento da reclamação,1,0,0.37,Não conhecer,0,rule
Decisão,Não se toma conhecimento do objecto do recurso,1,0,0.26,Não conhecer,0,rule
Decisão,Não se toma conhecimento do requerido,1,0,0.32,Não conhecer,0,rule
Decisão,Não tomar conhecimento do objecto da revista,1,0,0.32,Não conhecer,0,rule
Decisão,"O ACÓRDÃO UNIFORMIZADOR ESTABELECE: ""O DANO DA PERDA DE CHANCE PROCESSUAL, FUNDAMENTO DA OBRIGAÇÃO DE INDEMNIZAR, TEM DE SER CONSISTENTE E SÉRIO, CABENDO AO LESADO O ÓNUS DA PROVA DE TAL CONSISTÊNCIA E SERIEDADE.""",1,0,0.13,Fixar jurisprudência,1,rule:multi-part
Decisão,O STJ NÃO É COMPETENTE PARA CONHECER DO RECURSO INTERPOSTO,1,0,0.24,Sem informação,1,fallback:unparsed
Decisão,ONDEFERIDA A PROVIDÊNCIA.,1,0,0.50,Deferir,0,rule
Decisão,ORDENA-SE A BAIXA AO TRIBUNAL DA RELAÇÃO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO,1,0,0.24,Ordenar baixa dos autos,0,rule
Decisão,ORDENA-SE QUE OS AUTOS BAIXEM À RELAÇÃO.,1,0,0.36,Sem informação,1,fallback:unparsed
Decisão,ORDENADA A AMPLIAÇÃO DA MATERIA DE FACTO.,1,0,0.38,Sem informação,1,fallback:unparsed
Decisão,ORDENADA A APRESENTAÇÃO DO ARGUIDO AO JUIZ,1,0,0.36,Sem informação,1,fallback:unparsed
Decisão,ORDENADA A BAIXA AO TRIBUNAL DA RELAÇÃO,1,0,0.41,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DO PROCESO.,1,0,0.59,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DO PROCESSO AO TRIBUNAL DA RELAÇÃO PARA SANAR A CONTRADIÇÃO ENTRE FACTOS DADOS COMO PROVADOS,1,0,0.20,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DO PROCESSO AO TRIBUNAL DA RELAÇÃO.,1,0,0.37,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DO PROCESSO À 1ª INSTÂNCIA,1,0,0.44,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DO PROCESSO. AMPLIADA A DECISÃO.,1,0,0.40,Ordenar baixa dos autos,1,rule:multi-part
Decisão,ORDENADA A BAIXA DO PROCESSO. CONCEDIDA PARCIALMENTE A REVISTA.,1,0,0.32,Conceder provimento parcialmente,1,rule:multi-part
Decisão,ORDENADA A BAIXA DO PROCESSO. DECIDIDO NÃO TOMAR CONHECIMENTO.,1,0,0.33,Não conhecer,1,rule:multi-part
Decisão,ORDENADA A BAIXA DO PROCESSO. INDEFERIDO.,1,0,0.43,Indeferir,1,rule:multi-part
Decisão,ORDENADA A BAIXA DO PROCESSO. MANDA AMPLIAR A MATÉRIA DE FACTO.,1,0,0.31,Ordenar baixa dos autos,1,rule:multi-part
Decisão,ORDENADA A BAIXA DO ROCESSO,1,0,0.59,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DOS AUTOS PARA REAPRECIAÇÃO DE MATÉRIA DE FACTO,1,0,0.34,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA DOS AUTOS À RELAÇÃO.,1,0,0.61,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA À RELAÇÃO DE ÉVORA,1,0,0.43,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A BAIXA Á RELAÇÃO,1,0,0.54,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A DILIGÊNCIA.,1,0,0.43,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA A NOTIFICAÇÃO DO RECORRENTE NOS TERMOS DO DISPOSTO NO ARTº 3º DO C.P.CIVIL,1,0,0.20,Sem informação,1,fallback:unparsed
Decisão,ORDENADA A REMESSA  DOS AUTOS AO TRIBUNAL DA RELAÇÃO DE GUIMARÃES,1,0,0.28,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA AO T. R. GUIMARÃES POR SER O COMPETENTE,1,0,0.28,Remeter os autos,1,rule:multi-part
Decisão,ORDENADA A REMESSA AO TRIBUNAL DA RELAÇÃO,1,0,0.32,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA AO TRIBUNAL DA RELAÇÃO DE ÉVORA,1,0,0.28,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA AO TRIBUNAL DA RELAÇÃO DO PORTO,1,0,0.30,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO DE LISBOA PARA SUPRESSÃO DA NULIDADE,1,0,0.22,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA AMPLIAR A MATÉRIA DE FACTO,1,0,0.22,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA REAPRECIAÇÃO DA MATÉRIA DE FACTO,1,0,0.20,Remeter os autos,0,rule
Decisão,ORDENADA A REMESSA À RELAÇÃO DE COIMBRA,1,0,0.28,Remeter os autos,0,rule
Decisão,ORDENADA A REVISÃO,1,0,0.43,Sem informação,1,fallback:unparsed
Decisão,ORDENADA BAIXA AO T. R. DE LISBOA,1,0,0.48,Ordenar baixa dos autos,1,rule:multi-part
Decisão,ORDENADA BAIXA DE PROCESSO,1,0,0.58,Ordenar baixa dos autos,0,rule
Decisão,ORDENADA DILIGÊNCIA. INDEFERIMENTO.,1,0,0.35,Indeferir,1,rule:multi-part
Decisão,ORDENADO 0 REENVIO DO PROCESSO,1,0,0.37,Ordenar baixa dos autos,0,rule
Decisão,ORDENADO A REMESSA AO TRIBUNAL DE CONFLITOS.,1,0,0.37,Remeter os autos,0,rule
Decisão,ORDENADO A REMESSA À RELAÇÃO DE LISBOA,1,0,0.32,Remeter os autos,0,rule
Decisão,ORDENADO O CUMPRIMENTO DO ARTº 670º DO CPC,1,0,0.33,Sem informação,1,fallback:unparsed
Decisão,ORDENADO O ENVIO DO PROC. PARA JULGAMENTO.,1,0,0.34,Sem informação,1,fallback:unparsed
Decisão,ORDENADO O PRESSEGUIMENTO DO PROCESSO.,1,0,0.32,Sem informação,1,fallback:unparsed
Decisão,ORDENADO O PROSSEGUIMENTO DO PRECESSO,1,0,0.35,Prosseguir os autos,0,rule
Decisão,ORDENADO O PROSSEGUIMENTO DO PROCESSO. AUTORIZADA A REVISÃO.,1,0,0.31,Conceder provimento,1,rule:multi-part
Decisão,ORDENADO O PROSSEGUIMENTO DO PROCESSO. CONCEDIDA A REVISTA.,1,0,0.33,Conceder provimento,1,rule:multi-part
Decisão,ORDENADO O PROSSEGUIMENTO DO PROCESSO. ORDENADA A BAIXA DO PROCESSO.,1,0,0.27,Prosseguir os autos,1,rule:multi-part
Decisão,ORDENADO O PROSSEGUIMENTO DO RECURSO,1,0,0.33,Prosseguir os autos,0,rule
Decisão,ORDENADO O REENVIO DO PROCESSO PARA NOVO JULGAMENTO,1,0,0.31,Ordenar baixa dos autos,0,rule
Decisão,ORDENADO REENVIO.,1,0,0.35,Ordenar baixa dos autos,0,rule
Decisão,ORDENAR A BAIXA DO PROCESSO AO TRIBUNAL DA RELAÇÃO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO,1,0,0.25,Ordenar baixa dos autos,0,rule
Decisão,ORDENAR A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO.,1,0,0.48,Ordenar baixa dos autos,0,rule
Decisão,ORDENAR A REMASSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO,1,0,0.24,Sem informação,1,fallback:unparsed
Decisão,ORDENAR A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO,1,0,0.38,Remeter os autos,0,rule
Decisão,ORDENAR A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA ELIMINAR A CONTRADIÇÃO DA MATÉRIA DE FACTO,1,0,0.19,Remeter os autos,0,rule
Decisão,PAECIALMENTE PROCEDENTE A REVISTA E REMESSA À FORMAÇÃO,1,0,0.28,Remeter os autos,0,rule
Decisão,PARA APRECIAÇÃO DOS PRESSUPOSTOS DA REVISTA,1,0,0.28,Sem informação,1,fallback:unparsed
Decisão,"PARA QUE SE POSSA IMPUTAR O ACIDENTE E SUAS CONSEQUÊNCIAS DANOSAS À VIOLAÇÃO CULPOSA DAS REGRAS DE SEGURANÇA PELO EMPREGADOR OU POR UMA QUALQUER DAS PESSOAS MENCIONADAS NO ARTIGO 18º, Nº1 DA LAT, É NECESSÁRIO APURAR SE NAS CIRCUNSTÂNCIAS DO CASO CONCRETO TAL VIOLAÇÃO SE TRADUZIU EM UM AUMENTO DA PROBABILIDADE DE OCORRÊNCIA DO ACIDENTE, TAL COMO ELE EFETIVAMENTE VEIO A VERIFICAR-SE, EMBORA NÃO SEJA EXIGÍVEL A DEMONSTRAÇÃO DE QUE O ACIDENTE NÃO TERIA OCORRIDO SEM A REFERIDA VIOLAÇÃO.",1,0,0.07,Sem informação,1,fallback:unparsed
Decisão,PARCIAL PROVIMENTO AO RECURSO.,1,0,0.44,Conceder provimento parcialmente,0,rule
Decisão,PARCIAL PROVIMENTO DO RECURSO,1,0,0.41,Conceder provimento parcialmente,0,rule
Decisão,PARCIAL PROVIMENTO À REVISTA.,1,0,0.47,Conceder provimento parcialmente,0,rule
Decisão,PARCIAL PROVIMENTO.,1,0,0.67,Conceder provimento parcialmente,0,rule
Decisão,"PARCIALMENTE CONCEDIDA A REVISTA E REMESSA DA REVISTA EXCECIONAL PARA A FORMAÇÃO PREVISTA NO ARTIGO 672º, Nº 3 DO CPC",1,0,0.20,Remeter os autos,0,rule
Decisão,PARCIALMENTE CONCEDIDA A REVISTA INDEPENDENTE (DO LESADO);,1,0,0.25,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE CONCEDIDAS AS REVISTAS.,1,0,0.31,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE CONCEDIDO,1,0,0.27,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE DEFERIDA,1,0,0.38,Deferir,0,rule
Decisão,PARCIALMENTE PROCEDENTE A RECLAMAÇÃO.,1,0,0.36,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE A REVISTA,1,0,0.27,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE A REVISTA DA RÉ FIDELIDADE.,1,0,0.30,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE A REVISTA.,1,0,0.27,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE O PEDIDO DE DISPENSA DE PAGAMENTO DA TAXA DE JUSTIÇA (REDUÇÃO 25%).,1,0,0.23,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE O RECURSO,1,0,0.30,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE O RECURSO DO ARGUIDO AA; IMPROCEDENTES OS RESTANTES RECURSOS.,1,0,0.24,Negar provimento,0,rule
Decisão,PARCIALMENTE PROCEDENTE O RECURSO DOS RÉUS,1,0,0.31,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTE O RECURSO.,1,0,0.30,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROCEDENTES OS RECURSOS.,1,0,0.36,Conceder provimento parcialmente,0,rule
Decisão,PARCIALMENTE PROVIDA.,1,0,0.25,Conceder provimento parcialmente,0,rule
Decisão,PEDIDO E ORDENADA A LIBERTAÇÃO,1,0,0.33,Sem informação,1,fallback:unparsed
Decisão,PENAL,1,0,0.29,Sem informação,1,fallback:unparsed
