field,raw,count,auto_matched,score,canonical,review,evidence
Decisão,CONCEDIDA A REVISTA / REVOGADO O ACÓRDÃO RECORRIDO,1,0,0.32,Revogar,0,rule
Decisão,CONCEDIDA A REVISTA / REVOGADO O ACÓRDÃO RECORRIDO / ABSOLVIDO O RÉU,1,0,0.29,Revogar,0,rule
Decisão,"CONCEDIDA A REVISTA / REVOGADO O ACÓRDÃO RECORRIDO, REPRISTINANDO-SE A SENTENÇA DE 1ª INSTÂNCIA",1,0,0.23,Revogar,0,rule
Decisão,CONCEDIDA A REVISTA AA,1,0,0.45,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA ANULADA A DECISÃO RECORRIDA,1,0,0.34,Anular,0,rule
Decisão,CONCEDIDA A REVISTA ANULADO ACÓRDÃO RECORRIDO DETERMINADO O ENVIO À RELAÇÃO,1,0,0.28,Anular,0,rule
Decisão,CONCEDIDA A REVISTA ANULADO O ACÓRDÃO,1,0,0.32,Anular,0,rule
Decisão,CONCEDIDA A REVISTA ANULANDO-SE O ACÓRDÃO RECORRIDO E DETERMINADA  A BAIXA DO PROCESSO À RELAÇÃO,1,0,0.21,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA AO ISS E CONCEDIDA PARCIALMENTE À SIDERURGIA NACIONAL.,1,0,0.34,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA A REVISTA AO RECURSO DA R. E REVOGADO O ACÓRDÃO RECORRIDO,1,0,0.27,Conceder provimento,1,rule:multi-part
Decisão,"CONCEDIDA A REVISTA AO RECURSO INTERPOSTO PELO BCP; NEGADA A REVISTA QUANTO AO RECURSO INTERPOSTO POR ROCHE SISTEMAS DE DIAGNÓSTICO - SOCIEDADE UNIPESSOAL, LDA.",1,0,0.17,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA AOS AUTORES E NEGADA A REVISTA À RÉ,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA COM A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO.,1,0,0.29,Remeter os autos,0,rule
Decisão,CONCEDIDA A REVISTA DA 2ª R,1,0,0.37,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA AUTORA E NEGADA A REVISTA DA RÉ,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA AUTORA E NEGADA A REVISTA DO RÉU,1,0,0.33,Negar provimento,0,rule
Decisão,"CONCEDIDA A REVISTA DA AUTORA, NEGADA A REVISTA DA RÉ",1,0,0.34,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA AUTORA. CONCEDIDA EM PARTE A REVISTA DA RÉ,1,0,0.31,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DA AUTORA; CONCEDIDA EM PARTE A REVISTA DOS RÉUS.,1,0,0.29,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA A REVISTA DA EMBARGADA E NEGADA A AMPLIAÇÃO,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA KK,1,0,0.40,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RR,1,0,0.40,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ (PREJUDICADA A DA AUTORA),1,0,0.29,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ / NÃO CONHECER REVISTA DO AUTOR,1,0,0.32,Não conhecer,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ E CONCEDIDA PARCIALMENTE A REVISTA DA AUTORA,1,0,0.36,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ E NEGADA A DA AUTORA,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ E NEGADA A DO INTERVENIENTE,1,0,0.34,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ E NEGADA A REVISTA DO AUTOR,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ EE E NEGADA A REVISTA DO AUTOR,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DA RÉ FF E CONCEDIDA EM PARTE A REVISTA DO RÉU GG,1,0,0.29,Conceder provimento parcialmente,0,rule
Decisão,"CONCEDIDA A REVISTA DA RÉ SEGURADORES UNIDAS, SA., NÃO SE CONHECE DO OBJECTO DOS RECURSOS DO AGRAVO E RECURSO DE REVISTA DO RÉU AA",1,0,0.18,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DA RÉ.  NEGADA A REVISTA DO AUTOR.,1,0,0.33,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DA RÉ; NEGADA A REVISTA DO AUTOR,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DETERMINANDO O PROSSEGUIMENTO DOS AUTOS,1,0,0.32,Prosseguir os autos,0,rule
Decisão,CONCEDIDA A REVISTA DETERMINANDO-SE A REFORMA DO ACÓRDÃO.,1,0,0.29,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO AUTOR,1,0,0.46,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO AUTOR E NAGADA A REVISTA SUBORDINADA,1,0,0.31,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO AUTOR E NEGADA AS REVISTAS DAS RÉS,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO AUTOR NÃO CONHECIMENTO DA REVISTA DA RÉ,1,0,0.35,Não conhecer,0,rule
Decisão,CONCEDIDA A REVISTA DO AUTOR. NEGADA A REVISTA DA RÉ,1,0,0.35,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DO AUTOR. NEGADA A REVISTA DO RÉU.,1,0,0.34,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DO AUTOR; NEGADA A REVISTA DOS RÉUS.,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO MINISTÉRIO PÚBLICO E NEGADA A REVISTA DA RÉ,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO RECORRENTE BANCO E NEGADA A DOS EXECUTADOS,1,0,0.29,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DO RÉU E NEGADA A DO AUTOR,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS AUTORES,1,0,0.52,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS AUTORES E NEGADA A DOS RÉUS.,1,0,0.31,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS AUTORES E NEGADA A REVISTA DA RÉ,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS AUTORES. PARCIALMENTE CONCEDIDA A REVISTA DOS RÉUS,1,0,0.34,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA DOS AUTOS E NEGADA A DOS RÉUS,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS RÉUS E NEGADA A DA RÉ SEGURADORA,1,0,0.29,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS RÉUS E NEGADA A REVISTA DA AUTORA,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA DOS RÉUS E NEGADA A REVISTA DO AUTOR,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA E,1,0,0.48,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E A REVISÃO DA ESCRITURA NOTARIAL,1,0,0.34,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADA A DECISÃO,1,0,0.36,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO A ACÓRDÃO RECORRIDO,1,0,0.35,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACORDÃO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO,1,0,0.30,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACORDÃO RECORRIDO,1,0,0.35,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACÓRDÃO  RECORRIDO,1,0,0.35,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACÓRDÃO E A DECISÃO DA PRIMEIRA INSTÂNCIA.,1,0,0.32,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACÓRDÃO RECORRIDO PARA FIXAÇÃO DA MATÉRIA DE FACTO,1,0,0.27,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O ACÕRDÃO RECORRIDO,1,0,0.35,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O DESPACHO INCIDENTE SOBRE O JUSTO IMPEDIMENTO COM ANULAÇÃO DE TODO O PROCESSADO SUBSEQUENTE.,1,0,0.21,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E ANULADO O JULGAMENTO,1,0,0.43,Anular,0,rule
Decisão,CONCEDIDA A REVISTA E BAIXA DO PROCESSO À RELAÇÃO,1,0,0.35,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA E DETERMINA-SE A AMPLIAÇÃO DE MATÉRIA DE FACTO,1,0,0.29,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E DETERMINADA A BAIXA DO PROCESSO,1,0,0.30,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA E DETERMINADA A DEVOLUÇÃO DOS AUTOS À RELAÇÃO,1,0,0.28,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E DETERMINADA A REMESSA À 1.ª INSTÂNCIA,1,0,0.34,Remeter os autos,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA E DETERMINADA A REMESSA À RELAÇÃO,1,0,0.32,Remeter os autos,0,rule
Decisão,CONCEDIDA A REVISTA E DETERMINAMDO A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO,1,0,0.29,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA E JULGADA IMPROCEDENTE A AMPLIAÇÃO DO OBJECTO DO RECURSO,1,0,0.28,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA E ORDENADA A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA APRECIAR AS QUESTÕES QUE FORAM CONSIDERADAS PREJUDICADAS,1,0,0.18,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA E ORDENADA BAIXA DOS AUTOS,1,0,0.48,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA E REMETIDO O PROCESSO À RELAÇÃO,1,0,0.35,Remeter os autos,0,rule
Decisão,CONCEDIDA A REVISTA E REMETIDO O PROCESSO À RELAÇÃO PARA CONHECER DE QUESTÕES PREJUDICADAS,1,0,0.24,Remeter os autos,0,rule
Decisão,CONCEDIDA A REVISTA E REMETIDOS OS AUTOS À RELAÇÃO,1,0,0.34,Remeter os autos,0,rule
Decisão,CONCEDIDA A REVISTA E REPRISTINADA A SENTENÇA DA 1ª INSTÂNCIA,1,0,0.34,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E REPRISTINADO A SENTENÇA,1,0,0.47,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA E REVOGADO O ACÓRDÃO RECORRIDO.,1,0,0.32,Revogar,0,rule
Decisão,CONCEDIDA A REVISTA E REVOGADO PARCIALMENTE O ACÓRDÃO RECORRIDO,1,0,0.40,Revogar,0,rule
Decisão,"CONCEDIDA A REVISTA E, EM CONSEQUÊNCIA, ABSOLVE-SE O RÉU DO PEDIDO",1,0,0.27,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA EXCECIONAL E CONCEDIDA PARCIALMENTE A REVISTA GERAL.,1,0,0.37,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA A REVISTA EXCECIONAL.,1,0,0.40,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA INDEPENDENTE DA RÉ E NEGADA A REVISTA SUBORDINADA DA AUTORA.,1,0,0.25,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA INTERPOSTA PELO ESTADO E CONCEDIDA PARCIALMENTE A REVISTA DOS AUTORES,1,0,0.29,Conceder provimento parcialmente,0,rule
Decisão,"CONCEDIDA A REVISTA INTERPOSTA POR ""DD""",1,0,0.34,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA INTERPOSTO PELO AUTOR,1,0,0.37,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA PRINCIPAL E NEGADA A REVISTA SUBORDINADA,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA PRINCIPAL E NEGADA A SUBORDINADA,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA PRINCIPAL. NÃO CONHECIDA A REVISTA SUBORDINADA,1,0,0.29,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA PROVIMENTO PARCIAL DA AMPLIAÇÃO DO OBJETO DE RECURSO,1,0,0.40,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA A REVISTA QUANTO AO PEDIDO PRINCIPAL E DETERMINADA A REMISSÃO À RELAÇÃO PARA CONHECER DO PEDIDO SUBSIDIÁRIO,1,0,0.21,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA QUANTO AO RECURSO INTERPOSTO PELA COMPANHIA DE SEGUROS ALLIANZ PORTUGAL SA.,1,0,0.24,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA QUANTO À RÉ CC E NEGADA A REVISTA QUANTO AO RÉ BB,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA REMETENDO-SE OS AUTOS AO TRIBUNAL DA RELAÇÃO,1,0,0.31,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA TRAZIDA PELA RÉ NEGADA A DO AUTOR,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA TRAZIDA PELA RÉ. JULGADA IMPROCEDENTE A AMPLIAÇÃO DA REVISTA REQUERIDA  PELAS AUTORAS. JULGADOS PREJUDICADOS O RECURSO SUBORDINADO E A AMPLIAÇÃO DO OBJETO DE REVISTA REQUERIDA PELA RÉ.,1,0,0.14,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA À AA E NEGADA A REVISTA AO RÉU,1,0,0.34,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA À R LISNAVE E NEGADA A REVISTA DA R SOMAGUE,1,0,0.29,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA À SEGUNDA RECORRENTE E NEGADA A REVISTA À PRIMEIRA RECORRENTE,1,0,0.28,Negar provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, ABSOLVENDO A R INTERVENIENTE DO PEDIDO",1,0,0.34,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, ABSOLVENDO A RÉ DA INSTÂNCIA",1,0,0.37,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, ABSOLVENDO O R DO PEDIDO",1,0,0.36,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, ADMITIR A RECONVENÇÃO, DETERMINANDO QUE OS AUTOS PROSSIGAM PARA CONHECIMENTO DO PEDIDO RECONVENCIONAL",1,0,0.21,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, ANULADO O ACÓRDÃO RECORRIDO",1,0,0.33,Anular,0,rule
Decisão,"CONCEDIDA A REVISTA, ANULADO O ACÓRDÃO RECORRIDO E BAIXA DO",1,0,0.31,Anular,0,rule
Decisão,"CONCEDIDA A REVISTA, ANULADO O ACÓRDÃO RECORRIDO.",1,0,0.33,Anular,0,rule
Decisão,"CONCEDIDA A REVISTA, ANULADO O JULGAMENTO DA PRIMEIRA INSTÂNCIA.",1,0,0.33,Anular,0,rule
Decisão,"CONCEDIDA A REVISTA, ANULANDO-SE PARCIALMENTE O ACÓRDÃO E ORDENADA A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO",1,0,0.23,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, BAIXANDO À RELAÇÃO",1,0,0.36,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, CONDENANDO-SE A RÉ A INTEGRAR AS AUTORAS NOS SEUS POSTOS DE TRABALHO COMO TENDO SIDO ADMITIDAS DESDE O INÍCIO DA RESPETIVA RELAÇÃO CONTRATUAL COM A CATEGORIA CAB 1,",1,0,0.15,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, DETERMINADA A PROSSECUÇÃO DOS EMBARGOS",1,0,0.29,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, DETERMINADO O PROSSEGUIMENTO DOS AUTOS",1,0,0.32,Prosseguir os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, DETERMINANDO-SE A BAIXA DO PROCESSO.",1,0,0.30,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, DETERMINANDO-SE A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA CONHECIMENTO DA EXCEÇÃO DE PRESCRIÇÃO",1,0,0.20,Remeter os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, DETERMINANDO-SE O PROSSEGUIMENTO DOS AUTOS",1,0,0.30,Prosseguir os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, JULGADA EXTINTA A EXECUÇÃO",1,0,0.34,Julgar extinta a instância,0,rule
Decisão,"CONCEDIDA A REVISTA, JULGANDO EXTINTA A EXECUÇÃO",1,0,0.33,Julgar extinta a instância,0,rule
Decisão,"CONCEDIDA A REVISTA, JULGANDO EXTINTA A EXEEXUÇÃO QUANTO À EMBARGANTE",1,0,0.30,Julgar extinta a instância,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A BAIXA DO PROCESSO AO TRIBUNAL DA RELAÇÃO",1,0,0.28,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A BAIXA DO PROCESSO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO.",1,0,0.25,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A BAIXA DOS AUTOS AO",1,0,0.41,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO",1,0,0.30,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A BAIXA DOS AUTOS AO TRIBUNAL DA RELAÇÃO PARA AMPLIAÇÃO DA MATÉRIA DE FACTO",1,0,0.21,Ordenar baixa dos autos,0,rule
Decisão,"CONCEDIDA A REVISTA, ORDENANDO-SE A REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO.",1,0,0.25,Remeter os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, RECONHECENDO O DIREITO EXERCIDO PELA A NA AÇÃO",1,0,0.30,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, RECONHECENDO O DIREITO EXERCIDO PELOS AA",1,0,0.31,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, RECONHECENDO PERSONALIDADE JUDICIÁRIA À HERANÇA JACENTE, E DETERMINAR O PROSSEGUIMENTO DOS AUTOS",1,0,0.21,Prosseguir os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, REFORMANDO A DECISÃO QUANTO A CUSTAS",1,0,0.33,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REMETENDO-SE OS AUTOS PARA A RELAÇÃO PARA APRECIAÇÃO DAS CONSEQUÊNCIAS DO DESPEDIMENTO ILÍCITO DO AUTOR.",1,0,0.21,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REMETIDO AO TRIBUNAL DA RELAÇÃO PARA CONHECER DAS QUESTÕES QUE FICARAM PREJUDICADAS.",1,0,0.22,Remeter os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, REMETIDOS OS AUTOS À DISTRIBUIÇÃO COMO RECURSO PER SALTUM.",1,0,0.27,Sem informação,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRESTINANDO A SENTENÇA DE 1.ª INSTÂNCIA",1,0,0.32,Conceder provimento,1,rule:multi-part
Decisão,"CONCEDIDA A REVISTA, REPRISTINADA A DECISÃO DA 1ª INSTÂNCIA",1,0,0.34,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRISTINADA A SENTENÇA ARBITRAL",1,0,0.40,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRISTINANDO A DECISÃO DO TRIBUNAL DE 1ª INSTÂNCIA",1,0,0.29,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRISTINANDO A DECISÃO PROFERIDA PELO TRIBUNAL DE 1ª INSTÂNCIA",1,0,0.26,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRISTINANDO-SE A DECISÃO PROFERIDA PELO TRIBUNAL DE 1ª INSTÂNCIA",1,0,0.25,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REPRISTINANDO-SE A SENTENÇA DA 1ª INSTÂNCIA",1,0,0.33,Conceder provimento,0,rule
Decisão,"CONCEDIDA A REVISTA, REVOGADO O ACÓRDÃO RECORRIDO",1,0,0.33,Revogar,0,rule
Decisão,"CONCEDIDA A REVISTA, REVOGADO O ACÓRDÃO RECORRIDO E FIXADA INDEMNIZAÇÃO",1,0,0.28,Revogar,0,rule
Decisão,"CONCEDIDA A REVISTA, REVOGADO PARCIALMENTE O ACÓRDÃO RECORRIDO E ORDENADA A REMESSA AO TRIBUNAL DA RELAÇÃO PARA CONHECIMENTO DA QUESTÃO QUE FICOU PREJUDICADA PELA DECISÃO TOMADA.",1,0,0.16,Remeter os autos,0,rule
Decisão,"CONCEDIDA A REVISTA, REVOGANDO-SE O ACÓRDÃO RECORRIDO E  DETERMINANDO-SE NOVO JULGAMENTO DA CAUSA.",1,0,0.25,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA A REVISTA.  ANULADA A DECISÃO.,1,0,0.34,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA. ALTERADA A DECISÃO.,1,0,0.33,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA. ANULADO O JULGAMENTO.,1,0,0.41,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA. BAIXANDO OS AUTOS AO TRIBUNAL DA RELAÇÃO,1,0,0.31,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA. NEGADA A AMPLIAÇÃO DO RECURSO,1,0,0.32,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA. ORDENADA A BAIXA DO PROCESSO,1,0,0.33,Conceder provimento,1,rule:multi-part
Decisão,CONCEDIDA A REVISTA; ANULADO O ACÓRDÃO DA RELAÇÃO,1,0,0.35,Anular,0,rule
Decisão,CONCEDIDA A REVISTA; ANULADO O ACÓRDÃO RECORRIDO,1,0,0.33,Anular,0,rule
Decisão,CONCEDIDA A REVISTA; ANULADO O ACÓRDÃO RECORRIDO.,1,0,0.33,Anular,0,rule
Decisão,CONCEDIDA A REVISTA; ANULADO O ACÓRDÃO.,1,0,0.32,Anular,0,rule
Decisão,CONCEDIDA A REVISTA; NEGADA A REVISTA RECORRIDA,1,0,0.34,Negar provimento,0,rule
Decisão,CONCEDIDA A REVISTA; ORDENANDO-SE QUE OS AUTOS BAIXEM,1,0,0.30,Conceder provimento,0,rule
Decisão,CONCEDIDA A REVISTA; REMESSA DOS AUTOS AO TRIBUNAL DA RELAÇÃO,1,0,0.31,Remeter os autos,0,rule
Decisão,CONCEDIDA A RVISTA E ORDENADA A REMESSA AO TRIBUNAL DA RELAÇÃO PARA CONHECER DA NULIDADE.,1,0,0.25,Remeter os autos,0,rule
Decisão,CONCEDIDA COM BAIXA À RELAÇÃO,1,0,0.38,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA E REVISTA.,1,0,0.47,Conceder provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA AOS AA; NEGADA A REVISTA À RÉ,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA AOS RÉUS E NEGADA A REVISTA DA AUTORA,1,0,0.29,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA AUTORA / NEGADA A REVISTA DA RÉ,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA AUTORA E NEGADA A DA RÉ,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA AUTORA E NEGADA A DOS RÉS,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA AUTORA E PREJUDICADO O CONHECIMENTO DA REVISTA DA RÉ,1,0,0.29,Conceder provimento parcialmente,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA GG SEGUROS E NEGADA A OUTRA REVISTA,1,0,0.28,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA RÉ E NEGADA A DA AUTORA,1,0,0.31,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA RÉ E NEGADA A DAS AUTORAS,1,0,0.30,Negar provimento,0,rule
Decisão,"CONCEDIDA EM PARTE A REVISTA DA RÉ, NEGADA A DA AUTORA E NÃO SE TOMOU CONHECIMENTO DO OBJECTO DA REVISTA DO AUTOR",1,0,0.21,Não conhecer,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DA RÉ; NEGADA A DO AUTOR,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DO AUTOR E NEGADA A DA RÉ,1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DOS AUTORES E NEGADA A DOS RÉUS,1,0,0.30,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA DOS AUTORES E NEGADA A REVISTA DA RÉ.,1,0,0.31,Negar provimento,0,rule
Decisão,"CONCEDIDA EM PARTE A REVISTA DOS RÉUS DD E FF E A DOS AUTORES BB E MM, NEGADAS REVISTAS SUBORDINADAS DOS INTERVENIÊNTES II E JJ",1,0,0.19,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA E ANULADO O ACÓRDÃO,1,0,0.31,Anular,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA E ORDENADA A BAIXA DOS AUTOS,1,0,0.39,Ordenar baixa dos autos,0,rule
Decisão,CONCEDIDA EM PARTE A REVISTA PRINCIPAL. JULGAR PREJUDICADO O CONHECIMENTO DO RECURSO SUBORDINDO.,1,0,0.24,Conceder provimento parcialmente,1,rule:multi-part
Decisão,CONCEDIDA EM PARTE A REVISTA PRINCIPAL; NEGADA A REVISTA SUBORDINADA,1,0,0.29,Negar provimento,0,rule
Decisão,"CONCEDIDA EM PARTE A REVISTA À AUTORA , NEGADA A REVISTA À RÉ",1,0,0.33,Negar provimento,0,rule
Decisão,CONCEDIDA EM PARTE DA REVISTA DA AUTORA; NEGADA A REVISTA DA RÉ,1,0,0.32,Negar provimento,0,rule
Decisão,CONCEDIDA ESCUSA,1,0,0.32,Conceder provimento,0,rule
